Data da série;Vr;Vr_
26/03/2004;2,939;29390
25/03/2004;2,937;29370
24/03/2004;2,93;29300
23/03/2004;2,915;29150
22/03/2004;2,913;29130
19/03/2004;2,902;29020
18/03/2004;2,908;29080
17/03/2004;2,912;29120
16/03/2004;2,897;28970
15/03/2004;2,905;29050
12/03/2004;2,901;29010
11/03/2004;2,909;29090
10/03/2004;2,9;29000
09/03/2004;2,881;28810
08/03/2004;2,876;28760
05/03/2004;2,869;28690
04/03/2004;2,89;28900
03/03/2004;2,888;28880
02/03/2004;2,892;28920
01/03/2004;2,896;28960
27/02/2004;2,906;29060
26/02/2004;2,934;29340
25/02/2004;2,941;29410
20/02/2004;2,96;29600
19/02/2004;2,96;29600
18/02/2004;2,941;29410
17/02/2004;2,919;29190
16/02/2004;2,908;29080
13/02/2004;2,906;29060
12/02/2004;2,896;28960
11/02/2004;2,907;29070
10/02/2004;2,921;29210
09/02/2004;2,925;29250
06/02/2004;2,934;29340
05/02/2004;2,932;29320
04/02/2004;2,919;29190
03/02/2004;2,918;29180
02/02/2004;2,944;29440
30/01/2004;2,932;29320
29/01/2004;2,931;29310
28/01/2004;2,896;28960
27/01/2004;2,87;28700
26/01/2004;2,845;28450
23/01/2004;2,84;28400
22/01/2004;2,839;28390
21/01/2004;2,845;28450
20/01/2004;2,838;28380
19/01/2004;2,84;28400
16/01/2004;2,829;28290
15/01/2004;2,815;28150
14/01/2004;2,818;28180
13/01/2004;2,806;28060
12/01/2004;2,788;27880
09/01/2004;2,833;28330
08/01/2004;2,853;28530
07/01/2004;2,858;28580
06/01/2004;2,868;28680
05/01/2004;2,854;28540
02/01/2004;2,879;28790
30/12/2003;2,903;29030
29/12/2003;2,862;28620
26/12/2003;2,901;29010
23/12/2003;2,909;29090
22/12/2003;2,92;29200
19/12/2003;2,924;29240
18/12/2003;2,933;29330
17/12/2003;2,931;29310
16/12/2003;2,937;29370
15/12/2003;2,921;29210
12/12/2003;2,938;29380
11/12/2003;2,938;29380
10/12/2003;2,943;29430
09/12/2003;2,935;29350
08/12/2003;2,942;29420
05/12/2003;2,935;29350
04/12/2003;2,945;29450
03/12/2003;2,932;29320
02/12/2003;2,932;29320
01/12/2003;2,926;29260
28/11/2003;2,947;29470
27/11/2003;2,944;29440
26/11/2003;2,946;29460
25/11/2003;2,937;29370
24/11/2003;2,921;29210
21/11/2003;2,922;29220
20/11/2003;2,943;29430
19/11/2003;2,944;29440
18/11/2003;2,943;29430
17/11/2003;2,932;29320
14/11/2003;2,947;29470
13/11/2003;2,94;29400
12/11/2003;2,903;29030
11/11/2003;2,907;29070
10/11/2003;2,887;28870
07/11/2003;2,869;28690
06/11/2003;2,877;28770
05/11/2003;2,863;28630
04/11/2003;2,861;28610
03/11/2003;2,85;28500
31/10/2003;2,868;28680
30/10/2003;2,849;28490
29/10/2003;2,845;28450
28/10/2003;2,86;28600
27/10/2003;2,87;28700
24/10/2003;2,871;28710
23/10/2003;2,865;28650
22/10/2003;2,864;28640
21/10/2003;2,857;28570
20/10/2003;2,876;28760
17/10/2003;2,869;28690
16/10/2003;2,85;28500
15/10/2003;2,839;28390
14/10/2003;2,83;28300
13/10/2003;2,837;28370
10/10/2003;2,832;28320
09/10/2003;2,833;28330
08/10/2003;2,848;28480
07/10/2003;2,86;28600
06/10/2003;2,864;28640
03/10/2003;2,887;28870
02/10/2003;2,892;28920
01/10/2003;2,905;29050
30/09/2003;2,892;28920
29/09/2003;2,928;29280
26/09/2003;2,935;29350
25/09/2003;2,94;29400
24/09/2003;2,922;29220
23/09/2003;2,923;29230
22/09/2003;2,903;29030
19/09/2003;2,903;29030
18/09/2003;2,901;29010
17/09/2003;2,91;29100
16/09/2003;2,913;29130
15/09/2003;2,882;28820
12/09/2003;2,903;29030
11/09/2003;2,915;29150
10/09/2003;2,89;28900
09/09/2003;2,923;29230
08/09/2003;2,945;29450
05/09/2003;2,906;29060
04/09/2003;2,932;29320
03/09/2003;2,962;29620
02/09/2003;2,991;29910
01/09/2003;2,986;29860
29/08/2003;2,979;29790
28/08/2003;2,958;29580
27/08/2003;2,959;29590
26/08/2003;2,988;29880
25/08/2003;2,995;29950
22/08/2003;2,985;29850
21/08/2003;3,005;30050
20/08/2003;2,995;29950
19/08/2003;2,989;29890
18/08/2003;3,002;30020
15/08/2003;2,992;29920
14/08/2003;3,01;30100
13/08/2003;3,026;30260
12/08/2003;3,03;30300
11/08/2003;3,005;30050
08/08/2003;2,987;29870
07/08/2003;2,982;29820
06/08/2003;3,052;30520
05/08/2003;3,022;30220
04/08/2003;3,07;30700
01/08/2003;3,03;30300
31/07/2003;2,965;29650
30/07/2003;2,97;29700
29/07/2003;2,938;29380
28/07/2003;2,897;28970
25/07/2003;2,892;28920
24/07/2003;2,89;28900
23/07/2003;2,896;28960
22/07/2003;2,883;28830
21/07/2003;2,879;28790
18/07/2003;2,89;28900
17/07/2003;2,87;28700
16/07/2003;2,852;28520
15/07/2003;2,855;28550
14/07/2003;2,862;28620
11/07/2003;2,894;28940
10/07/2003;2,894;28940
08/07/2003;2,869;28690
07/07/2003;2,883;28830
04/07/2003;2,84;28400
03/07/2003;2,825;28250
02/07/2003;2,816;28160
01/07/2003;2,837;28370
30/06/2003;2,842;28420
27/06/2003;2,88;28800
26/06/2003;2,9;29000
25/06/2003;2,861;28610
24/06/2003;2,87;28700
23/06/2003;2,862;28620
20/06/2003;2,89;28900
18/06/2003;2,89;28900
17/06/2003;2,865;28650
16/06/2003;2,875;28750
13/06/2003;2,84;28400
12/06/2003;2,865;28650
11/06/2003;2,853;28530
10/06/2003;2,87;28700
09/06/2003;2,864;28640
06/06/2003;2,878;28780
05/06/2003;2,862;28620
04/06/2003;2,92;29200
03/06/2003;2,945;29450
02/06/2003;2,98;29800
30/05/2003;2,97;29700
29/05/2003;2,934;29340
28/05/2003;3,012;30120
27/05/2003;3,03;30300
26/05/2003;3,027;30270
23/05/2003;2,918;29180
22/05/2003;2,982;29820
21/05/2003;3;30000
20/05/2003;3,042;30420
19/05/2003;3;30000
16/05/2003;2,945;29450
15/05/2003;2,97;29700
14/05/2003;2,892;28920
13/05/2003;2,89;28900
12/05/2003;2,865;28650
09/05/2003;2,875;28750
08/05/2003;2,915;29150
07/05/2003;2,945;29450
06/05/2003;3,025;30250
05/05/2003;3,04;30400
02/05/2003;2,965;29650
30/04/2003;2,912;29120
29/04/2003;2,912;29120
28/04/2003;2,962;29620
25/04/2003;3,007;30070
24/04/2003;3,013;30130
23/04/2003;3;30000
22/04/2003;3,042;30420
17/04/2003;3,03;30300
16/04/2003;3,095;30950
15/04/2003;3,08;30800
14/04/2003;3,162;31620
11/04/2003;3,205;32050
10/04/2003;3,246;32460
09/04/2003;3,195;31950
08/04/2003;3,185;31850
07/04/2003;3,152;31520
04/04/2003;3,22;32200
03/04/2003;3,255;32550
02/04/2003;3,262;32620
01/04/2003;3,314;33140
31/03/2003;3,353;33530
28/03/2003;3,363;33630
27/03/2003;3,387;33870
26/03/2003;3,385;33850
25/03/2003;3,37;33700
24/03/2003;3,4;34000
21/03/2003;3,405;34050
20/03/2003;3,48;34800
19/03/2003;3,468;34680
18/03/2003;3,445;34450
17/03/2003;3,445;34450
14/03/2003;3,435;34350
13/03/2003;3,408;34080
12/03/2003;3,47;34700
11/03/2003;3,485;34850
10/03/2003;3,522;35220
07/03/2003;3,5;35000
06/03/2003;3,5;35000
05/03/2003;3,553;35530
28/02/2003;3,57;35700
27/02/2003;3,565;35650
26/02/2003;3,582;35820
25/02/2003;3,605;36050
24/02/2003;3,586;35860
21/02/2003;3,622;36220
20/02/2003;3,615;36150
19/02/2003;3,615;36150
18/02/2003;3,59;35900
17/02/2003;3,62;36200
14/02/2003;3,665;36650
13/02/2003;3,66;36600
12/02/2003;3,605;36050
11/02/2003;3,582;35820
10/02/2003;3,585;35850
07/02/2003;3,59;35900
06/02/2003;3,592;35920
05/02/2003;3,562;35620
04/02/2003;3,57;35700
03/02/2003;3,515;35150
31/01/2003;3,52;35200
30/01/2003;3,56;35600
29/01/2003;3,605;36050
28/01/2003;3,64;36400
27/01/2003;3,62;36200
24/01/2003;3,625;36250
23/01/2003;3,53;35300
22/01/2003;3,515;35150
21/01/2003;3,48;34800
20/01/2003;3,406;34060
17/01/2003;3,375;33750
16/01/2003;3,31;33100
15/01/2003;3,328;33280
14/01/2003;3,26;32600
13/01/2003;3,31;33100
10/01/2003;3,295;32950
09/01/2003;3,315;33150
08/01/2003;3,32;33200
07/01/2003;3,3;33000
06/01/2003;3,35;33500
03/01/2003;3,445;34450
02/01/2003;3,53;35300
30/12/2002;3,55;35500
27/12/2002;3,54;35400
26/12/2002;3,57;35700
23/12/2002;3,51;35100
20/12/2002;3,49;34900
19/12/2002;3,485;34850
18/12/2002;3,52;35200
17/12/2002;3,575;35750
16/12/2002;3,6;36000
13/12/2002;3,73;37300
12/12/2002;3,785;37850
11/12/2002;3,78;37800
10/12/2002;3,805;38050
09/12/2002;3,785;37850
06/12/2002;3,75;37500
05/12/2002;3,77;37700
04/12/2002;3,725;37250
03/12/2002;3,69;36900
02/12/2002;3,628;36280
29/11/2002;3,66;36600
28/11/2002;3,61;36100
27/11/2002;3,59;35900
26/11/2002;3,61;36100
25/11/2002;3,54;35400
22/11/2002;3,56;35600
21/11/2002;3,525;35250
20/11/2002;3,515;35150
19/11/2002;3,555;35550
18/11/2002;3,56;35600
14/11/2002;3,685;36850
13/11/2002;3,63;36300
12/11/2002;3,61;36100
11/11/2002;3,515;35150
08/11/2002;3,55;35500
07/11/2002;3,6;36000
06/11/2002;3,655;36550
05/11/2002;3,525;35250
04/11/2002;3,54;35400
01/11/2002;3,6;36000
31/10/2002;3,63;36300
30/10/2002;3,715;37150
29/10/2002;3,83;38300
28/10/2002;3,78;37800
25/10/2002;3,73;37300
24/10/2002;3,8;38000
23/10/2002;3,915;39150
22/10/2002;3,91;39100
21/10/2002;3,915;39150
18/10/2002;3,875;38750
17/10/2002;3,905;39050
16/10/2002;3,92;39200
15/10/2002;3,85;38500
14/10/2002;3,85;38500
11/10/2002;3,82;38200
10/10/2002;3,99;39900
09/10/2002;3,875;38750
08/10/2002;3,725;37250
07/10/2002;3,735;37350
04/10/2002;3,62;36200
03/10/2002;3,695;36950
02/10/2002;3,66;36600
01/10/2002;3,61;36100
30/09/2002;3,76;37600
27/09/2002;3,875;38750
26/09/2002;3,76;37600
25/09/2002;3,665;36650
24/09/2002;3,78;37800
23/09/2002;3,575;35750
20/09/2002;3,405;34050
19/09/2002;3,45;34500
18/09/2002;3,355;33550
17/09/2002;3,25;32500
16/09/2002;3,216;32160
13/09/2002;3,16;31600
12/09/2002;3,126;31260
11/09/2002;3,106;31060
10/09/2002;3,138;31380
09/09/2002;3,104;31040
06/09/2002;3,16;31600
05/09/2002;3,152;31520
04/09/2002;3,115;31150
03/09/2002;3,1;31000
02/09/2002;3,062;30620
30/08/2002;3,01;30100
29/08/2002;3,075;30750
28/08/2002;3,12;31200
27/08/2002;3,135;31350
26/08/2002;3,09;30900
23/08/2002;3,113;31130
22/08/2002;3,145;31450
21/08/2002;3,085;30850
20/08/2002;3,1;31000
19/08/2002;3,105;31050
16/08/2002;3,125;31250
15/08/2002;3,21;32100
14/08/2002;3,205;32050
13/08/2002;3,165;31650
12/08/2002;3,155;31550
09/08/2002;3,03;30300
08/08/2002;2,915;29150
07/08/2002;3,02;30200
06/08/2002;3,115;31150
05/08/2002;3,165;31650
02/08/2002;3,01;30100
01/08/2002;3,16;31600
31/07/2002;3,47;34700
30/07/2002;3,3;33000
29/07/2002;3,185;31850
26/07/2002;3,013;30130
25/07/2002;2,995;29950
24/07/2002;2,946;29460
23/07/2002;2,92;29200
22/07/2002;2,903;29030
19/07/2002;2,866;28660
18/07/2002;2,851;28510
17/07/2002;2,897;28970
16/07/2002;2,872;28720
15/07/2002;2,852;28520
12/07/2002;2,811;28110
11/07/2002;2,792;27920
10/07/2002;2,851;28510
08/07/2002;2,861;28610
05/07/2002;2,882;28820
04/07/2002;2,856;28560
03/07/2002;2,865;28650
02/07/2002;2,892;28920
01/07/2002;2,896;28960
28/06/2002;2,82;28200
27/06/2002;2,855;28550
26/06/2002;2,882;28820
25/06/2002;2,825;28250
24/06/2002;2,78;27800
21/06/2002;2,84;28400
20/06/2002;2,767;27670
19/06/2002;2,707;27070
18/06/2002;2,714;27140
17/06/2002;2,663;26630
14/06/2002;2,716;27160
13/06/2002;2,71;27100
12/06/2002;2,795;27950
11/06/2002;2,712;27120
10/06/2002;2,636;26360
07/06/2002;2,639;26390
06/06/2002;2,66;26600
05/06/2002;2,609;26090
04/06/2002;2,597;25970
03/06/2002;2,536;25360
31/05/2002;2,516;25160
29/05/2002;2,514;25140
28/05/2002;2,528;25280
27/05/2002;2,526;25260
24/05/2002;2,521;25210
23/05/2002;2,529;25290
22/05/2002;2,525;25250
21/05/2002;2,483;24830
20/05/2002;2,484;24840
17/05/2002;2,476;24760
16/05/2002;2,467;24670
15/05/2002;2,506;25060
14/05/2002;2,509;25090
13/05/2002;2,521;25210
10/05/2002;2,468;24680
09/05/2002;2,473;24730
08/05/2002;2,439;24390
07/05/2002;2,435;24350
06/05/2002;2,421;24210
03/05/2002;2,409;24090
02/05/2002;2,397;23970
30/04/2002;2,362;23620
29/04/2002;2,364;23640
26/04/2002;2,372;23720
25/04/2002;2,364;23640
24/04/2002;2,358;23580
23/04/2002;2,361;23610
22/04/2002;2,342;23420
19/04/2002;2,331;23310
18/04/2002;2,328;23280
17/04/2002;2,324;23240
16/04/2002;2,321;23210
15/04/2002;2,322;23220
12/04/2002;2,294;22940
11/04/2002;2,284;22840
10/04/2002;2,267;22670
09/04/2002;2,28;22800
08/04/2002;2,293;22930
05/04/2002;2,28;22800
04/04/2002;2,302;23020
03/04/2002;2,311;23110
02/04/2002;2,299;22990
01/04/2002;2,304;23040
28/03/2002;2,325;23250
27/03/2002;2,324;23240
26/03/2002;2,346;23460
25/03/2002;2,365;23650
22/03/2002;2,364;23640
21/03/2002;2,344;23440
20/03/2002;2,345;23450
19/03/2002;2,343;23430
18/03/2002;2,342;23420
15/03/2002;2,347;23470
14/03/2002;2,345;23450
13/03/2002;2,349;23490
12/03/2002;2,331;23310
11/03/2002;2,358;23580
08/03/2002;2,351;23510
07/03/2002;2,373;23730
06/03/2002;2,368;23680
05/03/2002;2,332;23320
04/03/2002;2,325;23250
01/03/2002;2,345;23450
28/02/2002;2,365;23650
27/02/2002;2,358;23580
26/02/2002;2,394;23940
25/02/2002;2,396;23960
22/02/2002;2,423;24230
21/02/2002;2,422;24220
20/02/2002;2,42;24200
19/02/2002;2,422;24220
18/02/2002;2,435;24350
15/02/2002;2,428;24280
14/02/2002;2,431;24310
13/02/2002;2,411;24110
08/02/2002;2,46;24600
07/02/2002;2,463;24630
06/02/2002;2,436;24360
05/02/2002;2,423;24230
04/02/2002;2,426;24260
01/02/2002;2,41;24100
31/01/2002;2,414;24140
30/01/2002;2,432;24320
29/01/2002;2,438;24380
28/01/2002;2,425;24250
25/01/2002;2,413;24130
24/01/2002;2,398;23980
23/01/2002;2,385;23850
22/01/2002;2,381;23810
21/01/2002;2,374;23740
18/01/2002;2,366;23660
17/01/2002;2,381;23810
16/01/2002;2,368;23680
15/01/2002;2,374;23740
14/01/2002;2,396;23960
11/01/2002;2,402;24020
10/01/2002;2,422;24220
09/01/2002;2,375;23750
08/01/2002;2,374;23740
07/01/2002;2,33;23300
04/01/2002;2,332;23320
03/01/2002;2,295;22950
02/01/2002;2,304;23040
28/12/2001;2,316;23160
27/12/2001;2,33;23300
26/12/2001;2,322;23220
21/12/2001;2,338;23380
20/12/2001;2,334;23340
19/12/2001;2,295;22950
18/12/2001;2,325;23250
17/12/2001;2,356;23560
14/12/2001;2,377;23770
13/12/2001;2,374;23740
12/12/2001;2,371;23710
11/12/2001;2,38;23800
10/12/2001;2,332;23320
07/12/2001;2,393;23930
06/12/2001;2,42;24200
05/12/2001;2,436;24360
04/12/2001;2,437;24370
03/12/2001;2,453;24530
30/11/2001;2,496;24960
29/11/2001;2,54;25400
28/11/2001;2,483;24830
27/11/2001;2,472;24720
26/11/2001;2,48;24800
23/11/2001;2,504;25040
22/11/2001;2,534;25340
21/11/2001;2,544;25440
20/11/2001;2,555;25550
19/11/2001;2,52;25200
16/11/2001;2,528;25280
14/11/2001;2,545;25450
13/11/2001;2,522;25220
12/11/2001;2,552;25520
09/11/2001;2,539;25390
08/11/2001;2,532;25320
07/11/2001;2,562;25620
06/11/2001;2,61;26100
05/11/2001;2,598;25980
01/11/2001;2,675;26750
31/10/2001;2,699;26990
30/10/2001;2,723;27230
29/10/2001;2,724;27240
26/10/2001;2,727;27270
25/10/2001;2,715;27150
24/10/2001;2,761;27610
23/10/2001;2,73;27300
22/10/2001;2,723;27230
19/10/2001;2,735;27350
18/10/2001;2,76;27600
17/10/2001;2,723;27230
16/10/2001;2,715;27150
15/10/2001;2,773;27730
11/10/2001;2,782;27820
10/10/2001;2,772;27720
09/10/2001;2,782;27820
08/10/2001;2,771;27710
05/10/2001;2,778;27780
04/10/2001;2,737;27370
03/10/2001;2,721;27210
02/10/2001;2,707;27070
01/10/2001;2,679;26790
28/09/2001;2,67;26700
27/09/2001;2,675;26750
26/09/2001;2,738;27380
25/09/2001;2,715;27150
24/09/2001;2,72;27200
21/09/2001;2,835;28350
20/09/2001;2,758;27580
19/09/2001;2,71;27100
18/09/2001;2,694;26940
17/09/2001;2,668;26680
14/09/2001;2,672;26720
13/09/2001;2,66;26600
12/09/2001;2,686;26860
11/09/2001;2,66;26600
10/09/2001;2,607;26070
06/09/2001;2,584;25840
05/09/2001;2,578;25780
04/09/2001;2,557;25570
03/09/2001;2,566;25660
31/08/2001;2,565;25650
30/08/2001;2,532;25320
29/08/2001;2,546;25460
28/08/2001;2,559;25590
27/08/2001;2,56;25600
24/08/2001;2,548;25480
23/08/2001;2,53;25300
22/08/2001;2,523;25230
21/08/2001;2,55;25500
20/08/2001;2,519;25190
17/08/2001;2,52;25200
16/08/2001;2,502;25020
15/08/2001;2,492;24920
14/08/2001;2,516;25160
13/08/2001;2,499;24990
10/08/2001;2,464;24640
09/08/2001;2,467;24670
08/08/2001;2,469;24690
07/08/2001;2,484;24840
06/08/2001;2,462;24620
03/08/2001;2,505;25050
02/08/2001;2,493;24930
01/08/2001;2,495;24950
31/07/2001;2,468;24680
30/07/2001;2,415;24150
27/07/2001;2,46;24600
26/07/2001;2,48;24800
25/07/2001;2,488;24880
24/07/2001;2,471;24710
23/07/2001;2,415;24150
20/07/2001;2,452;24520
19/07/2001;2,509;25090
18/07/2001;2,463;24630
17/07/2001;2,5;25000
16/07/2001;2,582;25820
13/07/2001;2,555;25550
12/07/2001;2,535;25350
11/07/2001;2,544;25440
10/07/2001;2,49;24900
06/07/2001;2,52;25200
05/07/2001;2,47;24700
04/07/2001;2,422;24220
03/07/2001;2,352;23520
02/07/2001;2,332;23320
29/06/2001;2,31;23100
28/06/2001;2,3;23000
27/06/2001;2,307;23070
26/06/2001;2,327;23270
25/06/2001;2,3;23000
22/06/2001;2,312;23120
21/06/2001;2,381;23810
20/06/2001;2,469;24690
19/06/2001;2,479;24790
18/06/2001;2,455;24550
15/06/2001;2,412;24120
13/06/2001;2,422;24220
12/06/2001;2,405;24050
11/06/2001;2,379;23790
08/06/2001;2,359;23590
07/06/2001;2,367;23670
06/06/2001;2,388;23880
05/06/2001;2,39;23900
04/06/2001;2,382;23820
01/06/2001;2,377;23770
31/05/2001;2,375;23750
30/05/2001;2,347;23470
29/05/2001;2,348;23480
28/05/2001;2,334;23340
25/05/2001;2,32;23200
24/05/2001;2,349;23490
23/05/2001;2,346;23460
22/05/2001;2,323;23230
21/05/2001;2,32;23200
18/05/2001;2,305;23050
17/05/2001;2,304;23040
16/05/2001;2,319;23190
15/05/2001;2,339;23390
14/05/2001;2,313;23130
11/05/2001;2,286;22860
10/05/2001;2,26;22600
09/05/2001;2,263;22630
08/05/2001;2,248;22480
07/05/2001;2,216;22160
04/05/2001;2,212;22120
03/05/2001;2,215;22150
02/05/2001;2,238;22380
30/04/2001;2,201;22010
27/04/2001;2,202;22020
26/04/2001;2,241;22410
25/04/2001;2,293;22930
24/04/2001;2,264;22640
23/04/2001;2,261;22610
20/04/2001;2,269;22690
19/04/2001;2,19;21900
18/04/2001;2,183;21830
17/04/2001;2,199;21990
16/04/2001;2,197;21970
12/04/2001;2,167;21670
11/04/2001;2,155;21550
10/04/2001;2,139;21390
09/04/2001;2,159;21590
06/04/2001;2,166;21660
05/04/2001;2,154;21540
04/04/2001;2,175;21750
03/04/2001;2,177;21770
02/04/2001;2,167;21670
30/03/2001;2,153;21530
29/03/2001;2,152;21520
28/03/2001;2,127;21270
27/03/2001;2,126;21260
26/03/2001;2,135;21350
23/03/2001;2,174;21740
22/03/2001;2,163;21630
21/03/2001;2,124;21240
20/03/2001;2,084;20840
19/03/2001;2,117;21170
16/03/2001;2,128;21280
15/03/2001;2,097;20970
14/03/2001;2,076;20760
13/03/2001;2,063;20630
12/03/2001;2,058;20580
09/03/2001;2,046;20460
08/03/2001;2,053;20530
07/03/2001;2,042;20420
06/03/2001;2,035;20350
05/03/2001;2,022;20220
02/03/2001;2,028;20280
01/03/2001;2,043;20430
28/02/2001;2,046;20460
23/02/2001;2,038;20380
22/02/2001;2,044;20440
21/02/2001;2,046;20460
20/02/2001;2,011;20110
19/02/2001;2,002;20020
16/02/2001;1,996;19960
15/02/2001;1,988;19880
14/02/2001;1,989;19890
13/02/2001;1,987;19870
12/02/2001;1,983;19830
09/02/2001;1,994;19940
08/02/2001;1,992;19920
07/02/2001;2,006;20060
06/02/2001;2,001;20010
05/02/2001;2,004;20040
02/02/2001;1,99;19900
01/02/2001;1,989;19890
31/01/2001;1,974;19740
30/01/2001;1,967;19670
29/01/2001;1,975;19750
26/01/2001;1,976;19760
25/01/2001;1,974;19740
24/01/2001;1,971;19710
23/01/2001;1,96;19600
22/01/2001;1,957;19570
19/01/2001;1,958;19580
18/01/2001;1,956;19560
17/01/2001;1,956;19560
16/01/2001;1,953;19530
15/01/2001;1,948;19480
12/01/2001;1,949;19490
11/01/2001;1,956;19560
10/01/2001;1,945;19450
09/01/2001;1,944;19440
08/01/2001;1,951;19510
05/01/2001;1,955;19550
04/01/2001;1,941;19410
03/01/2001;1,932;19320
02/01/2001;1,941;19410
28/12/2000;1,952;19520
27/12/2000;1,961;19610
26/12/2000;1,961;19610
22/12/2000;1,959;19590
21/12/2000;1,954;19540
20/12/2000;1,959;19590
19/12/2000;1,953;19530
18/12/2000;1,956;19560
15/12/2000;1,965;19650
14/12/2000;1,964;19640
13/12/2000;1,956;19560
12/12/2000;1,97;19700
11/12/2000;1,968;19680
08/12/2000;1,969;19690
07/12/2000;1,975;19750
06/12/2000;1,976;19760
05/12/2000;1,959;19590
04/12/2000;1,979;19790
01/12/2000;1,973;19730
30/11/2000;1,981;19810
29/11/2000;1,956;19560
28/11/2000;1,968;19680
27/11/2000;1,971;19710
24/11/2000;1,958;19580
23/11/2000;1,953;19530
22/11/2000;1,932;19320
21/11/2000;1,92;19200
20/11/2000;1,917;19170
17/11/2000;1,967;19670
16/11/2000;1,951;19510
14/11/2000;1,953;19530
13/11/2000;1,953;19530
10/11/2000;1,947;19470
09/11/2000;1,965;19650
08/11/2000;1,967;19670
07/11/2000;1,954;19540
06/11/2000;1,937;19370
03/11/2000;1,943;19430
01/11/2000;1,919;19190
31/10/2000;1,901;19010
30/10/2000;1,917;19170
27/10/2000;1,916;19160
26/10/2000;1,937;19370
25/10/2000;1,924;19240
24/10/2000;1,911;19110
23/10/2000;1,896;18960
20/10/2000;1,887;18870
19/10/2000;1,877;18770
18/10/2000;1,875;18750
17/10/2000;1,873;18730
16/10/2000;1,869;18690
13/10/2000;1,873;18730
11/10/2000;1,859;18590
10/10/2000;1,856;18560
09/10/2000;1,854;18540
06/10/2000;1,856;18560
05/10/2000;1,849;18490
04/10/2000;1,854;18540
03/10/2000;1,852;18520
02/10/2000;1,852;18520
29/09/2000;1,845;18450
28/09/2000;1,844;18440
27/09/2000;1,851;18510
26/09/2000;1,851;18510
25/09/2000;1,847;18470
22/09/2000;1,847;18470
21/09/2000;1,854;18540
20/09/2000;1,857;18570
19/09/2000;1,853;18530
18/09/2000;1,858;18580
15/09/2000;1,846;18460
14/09/2000;1,838;18380
13/09/2000;1,831;18310
12/09/2000;1,83;18300
11/09/2000;1,822;18220
08/09/2000;1,819;18190
06/09/2000;1,821;18210
05/09/2000;1,824;18240
04/09/2000;1,827;18270
01/09/2000;1,825;18250
31/08/2000;1,825;18250
30/08/2000;1,824;18240
29/08/2000;1,828;18280
28/08/2000;1,832;18320
25/08/2000;1,824;18240
24/08/2000;1,82;18200
23/08/2000;1,823;18230
22/08/2000;1,817;18170
21/08/2000;1,822;18220
18/08/2000;1,818;18180
17/08/2000;1,808;18080
16/08/2000;1,813;18130
15/08/2000;1,804;18040
14/08/2000;1,806;18060
11/08/2000;1,802;18020
10/08/2000;1,796;17960
09/08/2000;1,798;17980
08/08/2000;1,794;17940
07/08/2000;1,797;17970
04/08/2000;1,792;17920
03/08/2000;1,795;17950
02/08/2000;1,796;17960
01/08/2000;1,789;17890
31/07/2000;1,784;17840
28/07/2000;1,786;17860
27/07/2000;1,78;17800
26/07/2000;1,79;17900
25/07/2000;1,791;17910
24/07/2000;1,792;17920
21/07/2000;1,797;17970
20/07/2000;1,797;17970
19/07/2000;1,805;18050
18/07/2000;1,797;17970
17/07/2000;1,797;17970
14/07/2000;1,805;18050
13/07/2000;1,812;18120
12/07/2000;1,803;18030
11/07/2000;1,804;18040
10/07/2000;1,797;17970
07/07/2000;1,8;18000
06/07/2000;1,801;18010
05/07/2000;1,804;18040
04/07/2000;1,81;18100
03/07/2000;1,814;18140
30/06/2000;1,808;18080
29/06/2000;1,811;18110
28/06/2000;1,821;18210
27/06/2000;1,823;18230
26/06/2000;1,824;18240
23/06/2000;1,826;18260
21/06/2000;1,812;18120
20/06/2000;1,801;18010
19/06/2000;1,805;18050
16/06/2000;1,804;18040
15/06/2000;1,812;18120
14/06/2000;1,81;18100
13/06/2000;1,811;18110
12/06/2000;1,807;18070
09/06/2000;1,805;18050
08/06/2000;1,804;18040
07/06/2000;1,796;17960
06/06/2000;1,8;18000
05/06/2000;1,792;17920
02/06/2000;1,802;18020
01/06/2000;1,817;18170
31/05/2000;1,826;18260
30/05/2000;1,831;18310
29/05/2000;1,841;18410
26/05/2000;1,836;18360
25/05/2000;1,848;18480
24/05/2000;1,842;18420
23/05/2000;1,856;18560
22/05/2000;1,851;18510
19/05/2000;1,839;18390
18/05/2000;1,834;18340
17/05/2000;1,83;18300
16/05/2000;1,82;18200
15/05/2000;1,826;18260
12/05/2000;1,837;18370
11/05/2000;1,825;18250
10/05/2000;1,819;18190
09/05/2000;1,812;18120
08/05/2000;1,808;18080
05/05/2000;1,802;18020
04/05/2000;1,813;18130
03/05/2000;1,818;18180
02/05/2000;1,803;18030
28/04/2000;1,808;18080
27/04/2000;1,806;18060
26/04/2000;1,802;18020
25/04/2000;1,79;17900
24/04/2000;1,796;17960
20/04/2000;1,786;17860
19/04/2000;1,776;17760
18/04/2000;1,763;17630
17/04/2000;1,776;17760
14/04/2000;1,784;17840
13/04/2000;1,785;17850
12/04/2000;1,754;17540
11/04/2000;1,744;17440
10/04/2000;1,741;17410
07/04/2000;1,742;17420
06/04/2000;1,746;17460
05/04/2000;1,747;17470
04/04/2000;1,748;17480
03/04/2000;1,743;17430
31/03/2000;1,738;17380
30/03/2000;1,749;17490
29/03/2000;1,746;17460
28/03/2000;1,743;17430
27/03/2000;1,748;17480
24/03/2000;1,734;17340
23/03/2000;1,72;17200
